id,tweet,class
985,southwestair heart status sure would nice though,positive
986,jetblu thank julian login get onto earlier flight back dca,positive
987,unit paid economi plus put last board group gate check bag virginamerica know better,negative
988,usairway thank fill claim hope bag tomorrow,positive
989,unit thank someth special,positive
990,jetblu seem friend speak high well need find decent price way yvr sea overnight,positive
991,southwestair constant provid wonder view servic southwestluv,positive
992,americanair thank,positive
993,americanair maint delay left stuck den flight plane hrs stop fli broke french plane,negative
994,unit flight thx,neutral
995,usairway thank way get bag thank number,positive
996,southwestair fortunemagazin well deserv,positive
997,americanair could get gate crew help flt would great,neutral
998,jetblu keep go back forth abl board great agent savannah,positive
999,unit see come get aggiemensgolf hawaii thman,neutral
1000,unit flew sdf atl tampa delta left earli arriv earli crew help wifi work,positive
1001,southwestair tri hrs contact twitter phone email repli hrs late flightr respond could point,negative
1002,usairway peterpiatetski ummmm think air comput hour flight hour late flight,negative
1003,usairway load onto plane hour late flight mind made sit minut,negative
1004,americanair cruel amp unusu cancel flight flight notic amp make someon stay hold min amp listen loop,negative
1005,southwestair best airfar price gotta luv,positive
1006,jetblu work,positive
1007,unit pleas tell unit fli sydney australia pref asia pac voucher redeem,neutral
1008,jetblu best airlin world,positive
1009,jetblu good know thank much,positive
1010,unit much longer take guitar royal commiss,negative
1011,usairway yes load time run connect flight delay minut,negative
1012,unit hope give feedback bafor flight,neutral
1013,unit thank person houston could get flight rout newark go sfo,positive
1014,unit ticket biz trvl wifi miss con flt next one miss meet food voucher hotel chkout flt wifi hotel,negative
1015,jetblu view seat select chang seat flight tomorrow look,neutral
1016,jetblu awesom thank hold,positive
1017,unit ethiopia adopt child need flight home add grr late flight earli need chang exist reserv,neutral
1018,unit thank help wish phone rep could accomid,positive
1019,unit thank program comment system assign seat behind even though pair avail chang back,positive
1020,southwestair start flight book problem next year super bowl time help,neutral
1021,jetblu kudo jetblu social media team jump help last snow storm web site thank,positive
1022,usairway wife sick old twin wait line hrs see agent phone agent said noth til tuesday,negative
1023,usairway pain hold realli minut chang flight,negative
1024,usairway make sure never use incompet airlin luggag deliveri hour,negative
1025,unit pre dawn flight miami ewr annual sobewff trip,neutral
1026,southwestair hey southwest wanna see imaginedragon guy lot better jet blue,positive
1027,usairway basic stuck pay hidden fee bump inferior flight jetblu come usairway merger,negative
1028,jetblu jayvig yes great real time exampl thank awesom jetblu jvmchat,positive
1029,unit anoth week pass hope would respons,negative
1030,jetblu last flight cancel flightl hour chang light bulb sit wait mainten unreal,negative
1031,southwestair luv companion pass,positive
1032,americanair probabl money bensonhenderson said hell cowboycerron lol,neutral
1033,unit agent met gate said issu delay would taken onlin,negative
1034,americanair best way check delay cancel flightlat flight dfw tuesday,neutral
1035,jetblu min past schedul time departur sight flight longer qualifi time updateyourwebsit,negative
1036,southwestair sleep floor like homeless delay flight equip work job get,negative
1037,appreci unit,positive
1038,usairway spent room amp transport whole flight,negative
1039,americanair thank much,positive
1040,jetblu alway amaz jetblu trueblu,positive
1041,jetblu guess redo flight book problem ugh,negative
1042,usairway see lie auto respond insult email suck,negative
1043,americanair hope possibl frozen view along way,neutral
1044,southwestair left ipad seat pocket file lost item report receiv exact week late flightr record unbeliev,positive
1045,americanair help flight alreadi cancel flightl reflight book problem email cell yet notif,negative
1046,southwestair still know ski cannot get call back bag svc airport left sever msgs,negative
1047,unit held almost minut promis free movi work neither wifi paid boo,negative
1048,southwestair listen center open seat like plane ragandisney,positive
1049,usairway realli tri alreadi got messag avail next idea,negative
1050,usairway thank say websit,neutral
1051,southwestair use exclus fli late flight direct flight amp cheaper cost switch direct flight,negative
1052,usairway clever clear need agent min hold count flex workforc high possibl,negative
1053,southwestair notic separ button guitar actual music pic band take note,neutral
1054,southwestair thank hope,positive
1055,usairway websit board logan said time went secur got gate,neutral
1056,unit unitedairlin pls fix aspenbaggagefail issu pay way aspen flight cancel flight left cold den,negative
1057,americanair americanview new paint scheme look great usairway,positive
1058,unit receipt upgrad return leg month late flightr still receipt,negative
1059,follow pleas note usairway take custom servic call respond help via soc media dontflyusairway,negative
1060,jetblu sorri cheat delta deltaassist pleas take back wore protect,neutral
1061,unit thank touch,positive
1062,unit would help could refresh board time info board pass delay flight,negative
1063,southwestair left someth plane land midway last night respons adult got number call,neutral
1064,usairway made thank help,positive
1065,americanair worri blame weather,neutral
1066,southwestair abl chang flight without fee two free check bag best airlin ever,positive
1067,americanair snow loui cold snow hub flight welcom,neutral
1068,southwestair thank know control weather appreci work get flight rebook last two day,positive
1069,jetblu tweet closepwc get word,negative
1070,southwestair feel frustrat bought wifi onboard load email,negative
1071,jetblu great flight,positive
1072,southwestair flight nashvill today kid airlin fli frustrat,negative
1073,yessir americanair yourlocalny good morn rob show flight sunni mexico push gate,neutral
1074,americanair shiz minut wait first hour barrier unbeliev,negative
1075,see atl southwestair congrat destinationdragon winner readi atlanta,neutral
1076,unit late flight broke luggag handl pay new one,negative
1077,usairway thank,positive
1078,jetblu thank get nyc jfk realli safe srsli long take get check bag etern ammiseri,positive
1079,virginamerica freddieaward done done best airlin around hand,positive
1080,unit yes ride home would perfect fete one would assum possibl charg domest flight deplan,negative
1081,jetblu great smooth flight,positive
1082,southwestair thank,positive
1083,usairway serious ridicul wait hour luggag land wtf,negative
1084,americanair followback,neutral
1085,usairway told deserv delay book last flight hear inconvi miss flight,negative
1086,jetblu real mvp,positive
1087,southwestair guy rule thank,positive
1088,southwestair sorri spam would awesom see imaginedragon vega help would absolut amaz,positive
1089,southwestair need learn treat peopl respect littl digniti fail,negative
1090,jetblu love guys___,positive
1091,unit yep long wait phone manag rebook hope pleasent one thank help,negative
1092,unit could access seat map said would note upgrad itinerari call back late flightr,negative
1093,jetblu dca nantucket washington busi journal,neutral
1094,usairway americanair hey sinc wknd day pass admir club meal coupon free coke blank stare,negative
1095,unit joni great job flight lax thank great flight,positive
1096,usairway worri flight attend took care,positive
1097,jetblu friend,neutral
1098,americanair non exist take far need hide behind corpor logo provid number tcf useless amateur,negative
1099,unit need get cvg bag thank,positive
1100,jetblu ask ask pilot tell name aiecraft,neutral
1101,unit addair hope miss connect help flight book problem pleas follow amp confirm cpdone thx,neutral
1102,jetblu askamex amex plat holder provid access credit airspac loung jkf,neutral
1103,virginamerica get point elev account recent flight add flight point account,neutral
1104,flight book problem travel writer trip host need happi land cute pjs unit,neutral
1105,usairway welcom north texa air american air employe hous educ great opportun state texa,positive
1106,americanair tri multipl peopl alreadi sat phone hour half got nowher,negative
1107,expir unit offer buy transfer unit mileageplus mile discount mani offer year,positive
1108,usairway hmmm flight even realli exist creat last night get peopl back usairsuck,negative
1109,unit day one flight roundtrip,negative
1110,americanair flt dfw fat rebook flight tonight get phone,neutral
1111,southwestair want bad know mail help wmnlife hotmail com,neutral
1112,jetblu say chang amaz like miami,neutral
1113,americanair yay thank appreci help know nut right cold ice,positive
1114,southwestair great news portcolumbuscmh today final columbus top unserv market flight,positive
1115,southwestair thank get look like bwi sjd servic stop aug case cant find one date flight,neutral
1116,usairway keep drop call even let stay hold busi idontwanttocallback,negative
1117,unit game one reason pay directv someth could work,neutral
1118,virginamerica book flight need add baggag,neutral
1119,jetblu said start look gave limit nyc waldorf astoria find outfit,negative
1120,usairway someon pleas answer call waaaaaait,negative
1121,americanair mail adress send ceo doug parker letter hope read,neutral
1122,americanair machin broken line door self servic cust support bag check,negative
1123,usairway final rectifi flight situat thank,positive
1124,usairway call number said one avail take call guy insan,negative
1125,americanair thank,positive
1126,southwestair know lost baggag portal work mobil,negative
1127,usairway thank supervisor jeanin cowork excel custom servic provid,positive
1128,unit thank,positive
1129,southwestair beyond readi,positive
1130,jetblu sinc angri tweet airlin appar read mind could bitch thank credit,positive
1131,jetblu stop tri make fleek happen pointsm,neutral
1132,americanair platinum fli usair strand clt answer phone rebook pleas help,negative
1133,unit sent,neutral
1134,unit tonight made fred flintston happi upgrad class,positive
1135,usairway cost chang ticket cost purchas new ticket,negative
1136,jetblu happen bos san mother onboard amp crew evas return bos first time,negative
1137,usairway hold min will hang long franchis americanair answer min yet,negative
1138,unit michell ref ord train staff treat custom refresh pleasur deal,positive
1139,jetblu chanc one flight leav newark cancel flightl tomorrow,neutral
1140,usairway americanair buy safeti ticket onlin refund whichev ticket unus full without penalti,neutral
1141,americanair cancel flightl flight fresno rebook lax flight cancel flightl midnight hotel avail,negative
1142,unit sent info via appreci help consider,positive
1143,southwestair voucher swa expir extens would lot luv,negative
1144,americanair thank respons better noth ahem usairway,positive
1145,unit thank new club hare comfort made difficult weather day profici enjoy,positive
1146,unit base suggest passeng rental car standbi one way anoth leav,neutral
1147,jetblu flight fll sfo speed line even though paid coffe flight non stop unschedul stop,negative
1148,jetblu good remind might hors amp buggi littl delay right,negative
1149,americanair sure run version,neutral
1150,unit chang last name mileageplus acct site hour ba_usa hold min day amp chang yet,negative
1151,usairway mean vega allow origin flight,negative
1152,usairway thank,positive
1153,americanair look status flight schedul tomorrow morn thank,neutral
1154,virginamerica bring reserv onlin use flight book problem code,neutral
1155,unit nut,neutral
1156,unit sinc ord ewr delay push meal time mean cater meal first,neutral
1157,southwestair love_dragonss lauren holi sht,neutral
1158,americanair worri bag went san dca hour reunion organ breez,negative
1159,unit wonder time flight ogg msn lost eyeglass thick admir club chicago morn found,positive
1160,southwestair great blackhistorymonth commerci thx atl singer musician life blacklivesmatt,positive
1161,unit okay thank,neutral
1162,southwestair thank think got figur,positive
1163,jetblu alreadi cancel flightl one ref dca,negative
1164,southwestair ifthesneverstop still rock chart top hit,neutral
1165,usairway thank resolv issu direct flight sfo unit,positive
1166,jetblu awww thank glad hear made day amp one last question idea tail oper flt maro,positive
1167,unit would appreci answer alert flight cancel flight plane land showsomerespect,negative
1168,jetblu lmfao love,positive
1169,jetblu quit possibl ruin entir first day south florida disorgan getittogeth,negative
1170,southwestair destinationdragon tix tonit inconveni sinc play scaveng hunt,negative
1171,usairway chang without penalti call custom servic,neutral
1172,unit nicest gate attend newark airport gate right multipl delay still pleasant everyon,positive
1173,unit definit send,neutral
1174,southwestair grrrrrr need flight first mayb bday next month,neutral
1175,grace god made usairway __rwg__ power hope make flight,positive
1176,americanair well spell name wrong,neutral
1177,jetblu believ irina flip side super disappoint eatup cafe avail bos sfo flight today,negative
1178,americanair disappoint flight book problem process addl fee sit togeth crowd flight impress far,neutral
1179,jetblu mark austin great handl bag issu thank,positive
1180,jetblu sjc jfk depart tonight chang whole schedul get sort refund,negative
1181,jetblu love bae jetba,positive
1182,unit rhonda atlanta airport redeem guy got straighten,positive
1183,virginamerica bought tix atx dalla rout thank ad love airlin amp websit best transact site ever,positive
1184,jetblu show sens humor tongu cheek flight etiquett video,positive
1185,southwestair frequent travel never treat cold amp airlin offer noth flight cancel flightl nolov,negative
1186,unit offer voucher switch flight voucher offer doesnt exist amp gate agent switch delay flight,negative
1187,usairway book award ticket recent ticket less mile contact without use onlin form phone,negative
1188,southwestair far good,positive
1189,unit tri onlin track said someth like attempt locat luggag,negative
1190,unit thank excit work guy,positive
1191,americanair break whatev want take respons bad custom media filmcrew chicagotribun wsj nytim cnn,negative
1192,southwestair bag make greenvill tonight forgiven highhop,neutral
1193,americanair ppl need know mani seat next flight plz put standbi peopl next flight,neutral
1194,virginamerica find flt lax sooner midnight monday would great custom servic,neutral
1195,americanair mattthomasnew american airlin start fli siberia wait usa,neutral
1196,unit excel reliabl happycustom,positive
1197,unit final made rep solv problem,positive
1198,virginamerica dig swanki pink mood light flight nyc sfo need cabaret singer think,neutral
1199,americanair iphon app sort notif option,negative
1200,jetblu yer deal never seem includ nyc pdx nyc pgh wish,neutral
1201,unit airlin ceo jeff smisek disloy loyal worker via huffpostbiz,neutral
1202,usairway hotel voucher everyon get one arriv amsterdam snowstorm,negative
1203,southwestair tell fam vega,positive
1204,usairway thank cinci land add frequent flyer mile account long incred frustrat day,negative
1205,usairway liveri back day,neutral
1206,americanair pilot look agent jump flt dfw crazi,negative
1207,americanair simpli amaz smile mile thank upgrad tomorrow ord spend lot time togeth next week,positive
1208,southwestair non stop flight midway bois summer season look book labor day trip,neutral
1209,jetblu everi time look flight status minut ad delay point troubl,negative
1210,jetblu kill got smitten trueblu,positive
1211,unit good call tomorrow thank,positive
1212,sent thank unit goodenufmoth pleas confirm number reflight book problem need thank,neutral
1213,unit go cancel flight flight today everyon favor get stall inevit,negative
1214,unit saturday morn man die ebola,neutral
1215,usairway made cancel flight car reserv came money reschedul time without crew,negative
1216,americanair know could use flight canada time figur late flight check bag,neutral
1217,jetblu well glad got sit airport place els rather,negative
1218,southwestair pleas pleas pleas,neutral
1219,jetblu book work ad upgrad seat need upgrad receipt,positive
1220,americanair even bother cater dog food one eat,negative
1221,usairway reserv agent phone great job,positive
1222,jetblu direct flight bos lucia antigua,neutral
1223,americanair tell flight xna dfw cancel flightl tomorrow morn alreadi,negative
1224,jetblu fll mde great flight great custom servic thank mths wait americanair speak human custom servic,positive
1225,unit appreci follow,positive
1226,usairway move plane end runway sit hour half even let,negative
1227,usairway issu plane fuel leak let know soon decid getmeoffthisplan ineedab,negative
1228,usairway wrong guy inabl get plane philli time pilot gave answer,negative
1229,southwestair ceo discuss possibl nhl vega arena name right smusportmgt sportsbiz,neutral
1230,southwestair schedul open end octob got columbus day wknd new england point check calendar,neutral
1231,southwestair worst custom servic ever cancel flightl connect flight hour ago amp tell stuck tampa,negative
1232,unit would love someon could get back austin tonight wish wait til tomorrow morn,neutral
1233,americanair worri even though talk seat assign,positive
1234,unit jmc sure show video outsourc favorit timco knack substandard mainten work aircraft,negative
1235,unit cool thank,positive
1236,unit protect flight gate agent kerri las also excel job get destin today thank,positive
1237,jetblu check awesom bag flight carri decis,neutral
1238,unit add earlier tweet daughter bday present thank hard work make happen,positive
1239,usairway move seat bought month ago happen far often,negative
1240,usairway horribl peopl say sleep,negative
1241,southwestair work piec militari discount hear offer one give specif confirm thank,neutral
1242,usairway ice cream front solid,positive
1243,virginamerica match americanairlin status cool,positive
1244,usairway even accommod let fli anoth airport horribl servic fault,neutral
1245,usairway one help never fli airlin neveragain spreadtheword,negative
1246,unit guy need serious train custom servic mani better option put way guy handl mistak,negative
1247,jetblu airbus wow amaz video great world guy blueman corevalu passion aerojobmarket,positive
1248,jetblu fli boston icelandair iceland hour check bag way,neutral
1249,southwestair thank minor delay big deal appreci concern though board amaz servic,positive
1250,jetblu awesom thank,positive
1251,americanair stop send back custom relat hand written letter send letter call help,negative
1252,virginamerica thank,positive
1253,virginamerica moodlight way fli best experi ever cool calm moodlitmonday,positive
1254,usairway usairway flight late flight get charlott miss connector phoenix thank last time ever fli usair,negative
1255,lol guy month ago jetblu fleet fleek,positive
1256,unit hello world record attempt amount ball point pen collect pleas could help pen,neutral
1257,americanair well done,positive
1258,unit kewl also let know overhead bin row inop love good abbrev,neutral
1259,southwestair way get receipt cancel flightl portion roundtrip flight use flight voucher need receipt,neutral
1260,southwestair pleas tell today flight chicago dia cancel flightl thank,neutral
1261,southwestair want thank great effort jami mckinni buf true pro major delay own rais,positive
1262,jetblu fleet fleek foh,neutral
1263,americanair yes soon moment gather thought,neutral
1264,americanair follow talent bdsm porn site new economi dungeon class come,negative
1265,unit biggest joke compani never fli day wait bag even know,negative
1266,americanair mechan issu evid point idea il cll fault weather,negative
1267,jetblu americanair misread end date thank clarifi,positive
1268,southwestair land earli morn bwi_airport snowfal,neutral
1269,unit cancel flightl wait custom servic,negative
1270,unit maxabrahm need assist expect scoobi doo tour termin find stuff,negative
1271,unit jmc outsourc unit airlin custom love outsourc outsourc outsourc,positive
1272,unit would nice earlier today late flight hope,negative
1273,jetblu thank,positive
1274,unit start daili flight newark milan malpensa replac apr instead mar avgeek,neutral
1275,jetblu okay thank,positive
1276,americanair need complain email form field allow enough charact complaint real email address,negative
1277,americanair cancel flight flight realli dont need much troubl,negative
1278,americanair thank,positive
1279,jetblu spoke rep phone suggest voic concern via email site moment ago,neutral
1280,americanair think help base behavior voucher cot seem like enough lol,neutral
1281,jetblu know guy super busi flight,neutral
1282,jetblu fact chrishasmadeusblush trend know loyal,neutral
1283,americanair lost cat miss flight kept crate hrs would trip never touch pet,negative
1284,unit phone number custom servic question,neutral
1285,virginamerica need start fli kciairport _____,neutral
1286,virginamerica see,positive
1287,southwestair make world better place visit elder relat,positive
1288,americanair exact ill fli dulles_airport dalla airlin trust,positive
1289,americanair travisamex pleas pleas american call rebook ticket,negative
1290,usairway americanair go miss airway alway provid great servic never let,positive
1291,southwestair mdw gate mani fewer seat plane,negative
1292,jetblu understand delay look monitor gate say current condit snow henc delay,neutral
1293,unit friend effici air attend coach,negative
1294,unit one last thing unit club cracker nabisco pepperidg farm,neutral
1295,jetblu alright,neutral
1296,usairway need confirm pleas help,neutral
1297,unit happen everi time newark,neutral
1298,southwestair paso deal may_____,positive
1299,jetblu kid fli hire peopl care guy jetblu,negative
1300,unit mind,neutral
1301,americanair wife amp infant daughter abi dfw rout delay yall hold rdu connect,negative
1302,usairway mad love nyc,neutral
1303,americanair make hour,negative
1304,americanair connect,neutral
1305,jetblu sky flight bos sfo awesom crew helen rock,positive
1306,unit pricey chase mileag plus,neutral
1307,southwestair love bringin hour late flight leav sit runway min fail,negative
1308,unit overal experi fli friend,negative
1309,virginamerica got newark home folk ewr incred letsgohom,positive
1310,unit got email reserv got cancel flightl refund noth got refund yet,negative
1311,unit thank catch conect,positive
1312,southwestair fantast best flight servic ever,positive
1313,virginamerica fav airlin,positive
1314,jetblu hey famili question trip disney world april pleas follow could guy,neutral
1315,southwestair make dream come true destinationdragon scaveng hunt win chanc see imagin dragon,positive
1316,unit custom servic worst hang custom intent one hour hold,negative
1317,virginamerica ladygaga carrieunderwood carri,neutral
1318,usairway hour gate,negative
1319,americanair got callback took care thank,neutral
1320,unit state faundat faith judeo cristian ideologia,neutral
1321,americanair welcom anyon work condit deserv thank even though side atlant lol,positive
1322,unit delongerri ual suck,negative
1323,southwestair think flight suppos houston well case someon could check,neutral
1324,southwestair hold rebook cancel flight flight anyon work,negative
1325,usairway accommod number lisa liza raleigh help,positive
1326,jetblu fabul pleas,positive
1327,americanair could void ticket sinc hrs sinc flight book problem go waiv fee still get,negative
1328,jetblu use guy year experi never ever use,negative
1329,americanair second pic cdg,neutral
1330,unit thank leav bag houston despit system say definit flight,negative
1331,unit life goal complet,positive
1332,americanair book depart jfk book via want chang via twitter,neutral
1333,americanair flight depart tomorrow wednesday cancel flightl anyon make airport weather,neutral
1334,usairway make reserv yet chang name dividend mile account,neutral
1335,virginamerica jump dalla austin market,neutral
1336,unit follow messag thank much help,positive
1337,jetblu yes get exact data download fine upload bandwidth ping issu ping especi,negative
1338,unit thank help total appreci made super easi,positive
1339,usairway move delta direct thank accommod,positive
1340,southwestair pleas acknowledg attend jeff wernick beat class servic,positive
1341,unit get explan paulo houston delay hear crew cancel flightlat,negative
1342,jetblu airway see signific drop short interest jblu mideast time,neutral
1343,unit set figur baggag offic,neutral
1344,unit star bar iah airlineguy airlinegeek avgeek,neutral
1345,americanair rebook call left number callback heard anyth flight tomorrow,negative
1346,americanair sad afford long distanc trip though,negative
1347,jetblu kleinerin know pastor homeschool mom might like spirit contact prefundia,neutral
1348,jetblu fleet fleek,neutral
1349,unit good thank,positive
1350,unit fill form sent link either,neutral
1351,unit blame give time get drunk tell feel overpr sub par airlin,negative
1352,americanair status itinerari say request red mean,neutral
1353,unit broken luggag mild case food poison lhr iah email,negative
1354,jetblu thank,positive
1355,usairway cancel flight flight tampa philadelphia today due runway condit yet tonn usairway flight land today explain,negative
1356,southwestair thx op agt rich westagard flight att nanci den airport held flight even save seat bus select customersfirst,positive
1357,jetblu guy need live chat,negative
1358,jetblu april anyth specif know first flight,neutral
1359,unit could pleas send phone refund depart submit claim email without success,negative
1360,americanair hang what new,neutral
1361,jetblu cancel flight tonight dfw bos weather,neutral
1362,jetblu famili excit see too____,positive
1363,southwestair flight birmingham tomorrow night reschedul earlier flight expect snow,neutral
1364,unit thank,positive
1365,jetblu yes yes great trip thank lift,positive
1366,jetblu airway hit new month high jblu wkrb news,neutral
1367,usairway americanair merg market depart would believ mayb delta unit get home,neutral
1368,southwestair app updat passbook support via ubergizmo,neutral
1369,unit wheelchair,negative
1370,usairway chanc travel advisori dca weekend,neutral
1371,southwestair monkey busi luv swa mdwmci homeandreadyfornexttrip,neutral
1372,unit delay hour miss connect due mechan issu flight rebook pleas call,negative
1373,unit pedophil airlin split old daughter row apart flight boston,negative
1374,southwestair,neutral
1375,jetblu realli,neutral
1376,southwestair smile two hour ugh get voucher inexcus esp pre flight check,negative
1377,southwestair happen power level goe feet air,neutral
1378,usairway flight phl sat snow expect abl switch earlier flight without penalti,neutral
1379,unit bwood prefer everyon hear complaint amount airlin,negative
1380,virginamerica thank absolut,positive
1381,usairway phlairport plane schedul come time actual happen bozo room incompet,negative
1382,unit iad buf incred loud like third world inner citi metro bus lowstandard,negative
1383,unit need book two one way order fli unaccompani minor,neutral
1384,usairway flight land hour ago still gotten gate hold uppp ____ imtir wannagohom,negative
1385,unit drop bag newark desk guy rudest custom face person met even two children shock,negative
1386,southwestair flight nwn taxi flytpa prior flight fly_nashvill,neutral
1387,unit airport self checkin option employe train bitch send paycheck asap,negative
1388,americanair thank great stuff imagin jam everyth,positive
1389,americanair thank process refund,positive
1390,americanair except custom servic misplac item wait checkin follow smooth flight thank,positive
1391,unit miss ktm flight due cancel flightlat mike supervisor disgust day late flight apolog upgrad offer lhr ord,negative
1392,americanair sound like got bitch slap juliasinton,negative
1393,jetblu huge thank crew flight flew dca sju monday night snow could plane,positive
1394,unit thank ask,positive
1395,unit waiv chang fee snow storm come tomorrow iad winter storm warn tomorrow alreadi,neutral
1396,southwestair min wait me______,neutral
1397,southwestair tri get anyon phone flt cancel flight pleas get denver,negative
1398,jetblu annual martha vineyard african american film festiv august attende deserv great flight,positive
1399,americanair feel like nickel dime enjoy flight purchas tkt pay extra seat,negative
1400,unit perfectomobil realli use word crash sayin,neutral
1401,americanair well done taken fun air travel phlairport,negative
1402,jetblu dont lose luggag,negative
1403,unit late flight flight today,negative
1404,southwestair thank flight go nashvill guy rock disneyprincesshalfmarathon girlsweekend bffs,positive
1405,usairway worst custom servic ever experienc never fli airlin ever pay sleep philli fuck,negative
1406,americanair discount award polici credit card holder chang longer see chart special site thank,neutral
1407,usairway control weather control system process peopl attitud anotherfail,negative
1408,jetblu amaz awesom custom servic reserv agent tonight help correct mistak love airlin,positive
1409,jetblu book orbitz email correct middl parti,neutral
1410,jetblu thank let know hope delay,positive
1411,americanair sure would bother agent airport didnt help amp nobodi phone would ticket cancel flightl reason,negative
1412,usairway pleas give tara pat back prais help phl member loung,positive
1413,unit appear six flight calgari tomorrow correct,neutral
1414,southwestair omg omg omg,neutral
1415,americanair absolut unaccept call day hung everi time need minut bit help,negative
1416,southwestair need train employe leas somewhat empathet lose luggag monika mwa need lesson,negative
1417,americanair go chang tomorrow concern fllight make abl leav airport,neutral
1418,usairway long flight,neutral
1419,southwestair tsa pre board pass mean,neutral
1420,southwestair absolut requir flight go cancel flight,neutral
1421,virginamerica land lax hour late flight bag check busi travel friend nomorevirgin,negative
1422,unit follow pleas airlin beautiful,positive
1423,americanair terribl flight cancel flight hold past hour never,negative
1424,southwestair number use outsid thx,neutral
1425,unit thank make sens annoy determin better,negative
1426,jetblu statement lufthansa incent offer stockhous,neutral
1427,americanair got bag morn thank,positive
1428,virginamerica rock make watch oscar flight redcarpet oscar oscar,positive
1429,southwestair like kelsey said realli bad spot local know long take find park walk bellagio,negative
1430,americanair pleas explain cost almost price full roundtrip fair chang departur time flight,negative
1431,southwestair yeehaw found anoth plane thx listen vent,positive
1432,unit brilliant thankyou much class part carryon,positive
1433,usairway made chang onlin check onlin call hrs hold btw charg,negative
1434,unit thank mention board ask person measur bag anoth woman men ask,negative
1435,americanair tryin book flight cant get ahold anyon,negative
1436,unit board attend took shoe amp sock desk show agent foot gross,negative
1437,americanair guy amaz job today know hard thank kate appleton hard work reflight book problem friend,positive
1438,southwestair book flight morn wait move countri,neutral
1439,americanair idea flight hsv dfw tomorrow cancel flightl minut ago,neutral
1440,usairway eyyyi cancel flightlat flight book problemss reflight book problemss got flight tonight tomorrow amp upgrad thx,positive
1441,americanair special meal cater jfk lax thank qanta rest way fear youd cater,negative
1442,americanair would purchas choic guy cancel flightl flight stuck dfw hour,negative
1443,jetblu thank incred custom svc gate flight mint experi magic,positive
1444,americanair believ understand flight origin book sunday flight cancel flight reschedul today,positive
1445,unit thank appreci respons,positive
1446,usairway reserv seat flight transfer ord evv,neutral
1447,unit laxm make happen pleas els cruis luggag tomorrow,negative
1448,unit hour delay print piec paper,negative
1449,southwestair question fli maltes puppi,neutral
1450,americanair thank actual made connect flight delay guess delay bad thing,positive
1451,southwestair start rout hawaii canada,neutral
1452,southwestair would love redcarpet treatment,neutral
1453,americanair usairway wonder flight pre dawn nice start day,positive
1454,jetblu wall separ row safetyconcern,neutral
1455,americanair delay hour chicago still manag lose bag realli happi,negative
1456,unit denairport unit snowi denver,neutral
1457,americanair crew best could control get one chanc honeymoon amp fail miser,negative
1458,unit flight take iad afternoon,neutral
1459,southwestair follow quick,neutral
1460,jetblu ever look intern,neutral
1461,jetblu exact leav note,negative
1462,jetblu appreci would also mind contact pilot flight request allow announc intercom,neutral
1463,jetblu fleet fleek huh,neutral
1464,unit orthodoc call flight glad servic,positive
1465,southwestair yall sleep airport tomorrow thank,negative
1466,southwestair iiiii need help flight schedul haha,neutral
1467,virginamerica dream realli open rout dalla austin mean houston might next,positive
1468,usairway happi note crew wonder say enough great thing pilot,positive
1469,jetblu check believ given credit automat,neutral
1470,unit stay warm pass chicago next week,positive
1471,americanair thank see,positive
1472,southwestair give tix destinationdragon show would appreci one two la_fli phl lax friday,neutral
1473,usairway thank hectic everyon action repres compani well imo,positive
1474,unit lax sunris ual lax jfk,neutral
1475,usairway big thank yvonn anthoni chairman desk top tier custom servic today outstand servic amp support,positive
1476,americanair less night parti hotel sleep rebook way back phl,neutral
1477,jetblu email way,neutral
1478,americanair happen mani time upset see poor airlin treat custom,negative
1479,unit houston bogota board safeti first seem mechan fix problem faster good energi fli home famili,positive
1480,jetblu kylejudah matter direct principl matter gate check stroller,negative
1481,americanair seattl check desk servic full servic line desk servic prioriti full srvc wait minut custom svc fail,negative
1482,americanair extrem upset baggag handler decid luggag take belong,negative
1483,usairway sunday day away,positive
1484,unit board agent phone take care travel link reserv,negative
1485,jetblu excus though gate chang though,negative
1486,unit love new plane lga ord power outlet,negative
1487,southwestair cancel flight flight minut takeoff amp sit min runway reschedul flight badservic,negative
1488,americanair flight columbus ohio dalla texa cancel flight,neutral
1489,unit book flight westjet saw price time search least bit frustrat customerservic,negative
1490,unit flight still airport gee servic care nope delay,negative
1491,unit plane,neutral
1492,southwestair depart mdw cold windi snow ground sunni las vega lasairport,neutral
1493,jetblu thank appreci prompt respons,positive
1494,southwestair due appar water issu check fine check husband alreadi deal first,negative
1495,awesom virginamerica watch nomin film feet meetthefleet oscar,positive
1496,unit hey thank help miss buddi bday guy realli trashi compani shouldhaveflowndelta unitedsuck,negative
1497,southwestair southwest airlin way,positive
1498,unit final gave let threaten send back vega coach thnx,positive
1499,southwestair dmed confirm number,neutral
1500,jetblu hour delay sit plane still wanna charg beer nah good,negative
1501,jetblu chanc actual fli charleston today cold raini weather south place,positive
1502,unit thank check,positive
1503,unit tri wifi sorri realli slow even spotifi lag hard stream,negative
1504,americanair uwon allow memak chang onlin forc mesit thru excess phone wait time amp still insist charg crazi fee that servic,negative
1505,jetblu huge fan great brand peopl great things_ guy rock happi share love,positive
1506,usairway thank betti work gate ilm love gate agent clt help get home phx tonight instead tomorrow,positive
1507,unit seat god aw,negative
1508,southwestair thank follow appreci,positive
1509,americanair thank great night team,positive
